仓库,货主,商家编码,货品编号,货品名称,货品简称,规格码,规格名称,分类名称,条形码,基本单位,托规,箱规,价格,毛重（kg）,品牌,生产日期,临期天数,保质期,货区,货区名称,货区类型,货位,货位冻结,热卖货区,有效期,距离到期天数,距离临期天数,批次,是否正品,库存,可发库存,可发库存箱数,库存箱数,货品英文名称,自定义属性2,自定义属性3,自定义属性4,自定义属性5,自定义属性6,货位异常原因,体积（cm³）
主仓库,EA,8809656991258,8809656991258,LIBER 香水(#Art Book) (30ml),리베르 향수(#아트북) (30ml),,30ml,无,8809656991258,ea,无,90/箱,无权限,0.16,LIBER,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-33-02,否,普通区,2029-08-05 00:00:00,1130,0,,正品,5,5,5ea,5ea,LIBER Perfume(#Art Book) (30ml),,판매중,본품,,,,203
主仓库,EA,8809290581631,8809290581631,STEAMBASE 私处清洁液 (220ml),스팀베이스 오레가노 젠틀 페미닌 클렌저 (220ml),,220ml,美妆个护,8809290581631,ea,无,35/箱,无权限,0.268,STEAMBASE,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-04-03,否,普通区,2028-04-15 00:00:00,653,0,,正品,37,37,1箱2ea,1箱2ea,STEAMBASE Oregano Gentle Feminine Cleanser (220ml),,판매중,본품,,,,486
主仓库,EA,8809681245982,8809681245982,(赠品) Pleuvoir 沐浴露(#Rose Wood) (40ml),(증정) 플르부아 바디클렌저(#로즈우드) (40ml),,40ml,无,8809681245982,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-21-01,否,普通区,2027-08-21 00:00:00,415,0,,正品,5,5,5ea,5ea,(Gift) Pleuvoir Body Cleanser(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,EA,8809681245982,8809681245982,(赠品) Pleuvoir 沐浴露(#Rose Wood) (40ml),(증정) 플르부아 바디클렌저(#로즈우드) (40ml),,40ml,无,8809681245982,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-21-01,否,普通区,2028-05-07 00:00:00,675,0,,正品,15,15,15ea,15ea,(Gift) Pleuvoir Body Cleanser(#Rose Wood) (40ml),,판매중,증정,,,,97
主仓库,EA,8809290581556,8809290581556,STEAMBASE 蜂蜜洁面油 (215ml),스팀베이스 마누카 허니 오일투폼 클렌저 (215ml),,215ml,美妆个护,8809290581556,ea,无,36/箱,无权限,0.234,STEAMBASE,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-05-01,否,普通区,2028-05-12 00:00:00,680,0,,正品,58,58,1箱22ea,1箱22ea,STEAMBASE Manuka Honey Oil-to-Foam Cleanser (215ml),,판매중,본품,,,,440
主仓库,EA,8809948522696,8809948522696,ohana水感防晒 (60ml),오하나 데저트 이스케이프 선세럼 SPF50+ (60ml),,60ml,美妆个护,8809948522696,ea,无,154/箱,无权限,0.107,Ohana,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-12-02,否,普通区,2027-08-02 00:00:00,396,0,,正品,170,170,1箱16ea,1箱16ea,Ohana 3IN1 Anti Wrinkle Sun Serum (60ml),,판매중,본품,,,,164
主仓库,EA,8809099145058,8809099145058,SODOWE 牙刷(#粉色),쏘두위 우드칩 양면 미세모 칫솔(#핑크),,1ea,美妆个护,8809099145058,ea,无,100/箱,无权限,0.029,SODOWE,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-03-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,64,64,64ea,64ea,SODOWE Toothbrush(#Pink),,판매중,본품,,,,128
主仓库,EA,8809099145072,8809099145072,SODOWE 牙刷(#浅绿色),쏘두위 우드칩 양면 미세모 칫솔(#그린),,1ea,无,8809099145072,ea,无,100/箱,无权限,0.019,SODOWE,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-03-02,否,普通区,2099-12-31 00:00:00,26845,0,,正品,48,48,48ea,48ea,SODOWE Toothbrush(#Green),,판매중,본품,,,,534
主仓库,EA,8809990633326,8809990633326,kared 关护无香肌肤焕亮垫片 (15ea),케어드 언스위트 스킨 래디언스 패드 (15ea),,15ea,美妆个护,8809990633326,ea,无,48/箱,无权限,0.12,kared,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-08-02,否,普通区,2027-07-28 00:00:00,391,0,,正品,29,29,29ea,29ea,kared Unsweet Skin Radiance Pad (15ea),,판매중,본품,,,,330
主仓库,EA,8809460998931,8809460998931,I'M O 有机纯棉护垫155mm (20ea),아임오 유기농 순면커버 생리대 팬티라이너 일반 (20ea),,20ea,无,8809460998931,ea,无,60/箱,无权限,0.07,I'M O,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-31-01,否,普通区,2028-10-22 00:00:00,843,0,,正品,37,37,37ea,37ea,I'M O New Organic Panty Liner General (20ea),,판매중,본품,,,,387
主仓库,EA,8809647880059,8809647880059,EATH Library 香氛(#Subtle Reader) (30ml),이스라이브러리 멀티 프래그런스(#써들리더) (30ml),,30ml,美妆个护,8809647880059,ea,无,70/箱,无权限,0.129,EATH Library,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-25-02,否,普通区,2028-03-06 00:00:00,613,0,,正品,17,17,17ea,17ea,EATH Library Multi Fragrance(#Subtle Reader) (30ml),,판매중,본품,,,,149
主仓库,EA,8809647880066,8809647880066,EATH Library 香氛(#Moonlight Garden) (30ml),이스라이브러리 멀티 프래그런스(#문라이트 가든) (30ml),,30ml,美妆个护,8809647880066,ea,无,70/箱,无权限,0.129,EATH Library,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-24-03,否,普通区,2028-03-06 00:00:00,613,0,,正品,3,3,3ea,3ea,EATH Library Multi Fragrance(#Moonlight Garden) (30ml),,판매중,본품,,,,149
主仓库,EA,8809647880042,8809647880042,EATH Library 香氛(#Paper Flower) (30ml),이스라이브러리 멀티 프래그런스(#페이퍼 플라워) (30ml),,30ml,美妆个护,8809647880042,ea,无,70/箱,无权限,0.129,EATH Library,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-25-03,否,普通区,2028-03-06 00:00:00,613,0,,正品,3,3,3ea,3ea,EATH Library Multi Fragrance(#Paper Flower) (30ml),,판매중,본품,,,,149
主仓库,EA,8809681247412,8809681247412,(赠品) Pleuvoir 身体香氛沐浴皂(#Almost Naked) (100g),(증정) 플르부아 퍼퓸솝(#올모스트 네이키드) (100g),,100g,美妆个护,8809681247412,ea,无,100/箱,无权限,0.105,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-16-02,否,普通区,2028-02-15 00:00:00,593,0,,正品,22,22,22ea,22ea,(Gift) Pleuvoir Perfume Soap(#Almost Naked) (100g),,판매중,증정,,,,2122
主仓库,EA,8809654651628,8809654651628,(赠品) AIPPO 专业胶原安瓶面膜 (5ml),(증정) 아이뽀 엑스퍼트 콜라겐 앰플 마스크 (5ml),,5ml,美妆个护,8809654651628,ea,无,1/箱,无权限,0,AIPPO,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-18-03,否,普通区,2027-03-05 00:00:00,246,0,,正品,11,11,11箱,11箱,(Gift) AIPPO Expert Collagen Ampoule Mask (5ml),,판매중,증정,,,,0
主仓库,EA,8809681247450,8809681247450,Pleuvoir 发香喷雾套装(#Floral Musk) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#플로럴 머스크) (50ml+8g),,50ml+8g,美妆个护,8809681247450,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-27-02,否,普通区,2028-07-02 00:00:00,731,0,,正品,25,25,1箱5ea,1箱5ea,Pleuvoir Hair Perfume Mist(#Floral Musk) (50ml+8g),,판매중,본품,,,,924
主仓库,EA,8809681247399,8809681247399,Pleuvoir 扩香石(#Burning It All) (18g*1ea),플르부아 센티드 타블렛(#버닝 잇 올) (18g*1ea),,18g*1ea,无,8809681247399,ea,无,100/箱,无权限,0.033,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-30-01,否,普通区,2028-04-01 00:00:00,639,0,,正品,17,17,17ea,17ea,Pleuvoir Scented Tablet(#Burning It All) (18g),,판매중,본품,,,,0
主仓库,EA,8809681247382,8809681247382,Pleuvoir 扩香石(#Almost Naked) (18g*1ea),플르부아 센티드 타블렛(#올모스트 네이키드) (18g*1ea),,18g*1ea,无,8809681247382,ea,无,100/箱,无权限,0.033,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-24-02,否,普通区,2028-05-31 00:00:00,699,0,,正品,16,16,16ea,16ea,Pleuvoir Scented Tablet(#Almost Naked) (18g),,판매중,본품,,,,0
主仓库,EA,8809681247467,8809681247467,Pleuvoir 发香喷雾套装(#Rose Wood) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#로즈우드) (50ml+8g),,50ml+8g,美妆个护,8809681247467,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-27-01,否,普通区,2028-04-21 00:00:00,659,0,,正品,18,18,18ea,18ea,Pleuvoir Hair Perfume Mist(#Rose Wood) (50ml+8g),,판매중,본품,,,,924
主仓库,EA,8809681247467,8809681247467,Pleuvoir 发香喷雾套装(#Rose Wood) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#로즈우드) (50ml+8g),,50ml+8g,美妆个护,8809681247467,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-27-01,否,普通区,2028-10-21 00:00:00,842,0,,正品,8,8,8ea,8ea,Pleuvoir Hair Perfume Mist(#Rose Wood) (50ml+8g),,판매중,본품,,,,924
主仓库,EA,8809681247474,8809681247474,Pleuvoir 发香喷雾套装(#Tokyo Cloud) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#도쿄 클라우드) (50ml+8g),,50ml+8g,美妆个护,8809681247474,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-27-03,否,普通区,2028-10-21 00:00:00,842,0,,正品,18,18,18ea,18ea,Pleuvoir Hair Perfume Mist(#Tokyo Cloud) (50ml+8g),,판매중,본품,,,,924
主仓库,EA,8809548093022,8809548093022,SNP 丽芙亮白精华面膜 (10ea),에스엔피 리얼 액티브 브라이트닝 앰플 마스크 (10ea),,10ea,美妆个护,8809548093022,ea,无,20/箱,无权限,0.35,SNP,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-26-01,否,普通区,2028-01-06 00:00:00,553,0,,正品,33,33,1箱13ea,1箱13ea,SNP Active Brightening Ampoule Mask (10ea),,판매중,본품,,,,872
主仓库,EA,8809548093008,8809548093008,SNP 丽芙补水精华面膜 (10ea),에스엔피 리얼 액티브 하이드레이팅 앰플 마스크 (10ea),,10ea,美妆个护,8809548093008,ea,无,20/箱,无权限,0.35,SNP,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-26-02,否,普通区,2028-01-08 00:00:00,555,0,,正品,11,11,11ea,11ea,SNP Real Active Hydrating Ampoule Mask (10ea),,판매중,본품,,,,872
主仓库,EA,8809846781515,8809846781515,YOUSSOFUL 护发素(#07 Saint Moritz) (500ml),유쏘풀 더 트리트먼트(#07 세인트모리츠) (500ml),,500ml,美妆个护,8809846781515,ea,无,15/箱,无权限,0.62,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-19-01,否,普通区,2028-04-28 00:00:00,666,0,,正品,30,30,2箱,2箱,YOUSSOFUL Treatment(#07 Saint Moritz) (500ml),,판매중,본품,,,,1246
主仓库,EA,8809494587248,8809494587248,(赠品) MOEV Annurcatin™ 洗发水 (8ml),(증정) 모에브 아누카틴 샴푸 (8ml),,8ml,美妆个护,8809494587248,ea,无,800/箱,无权限,0,MOEV,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-22-03,否,普通区,2028-08-06 00:00:00,766,0,,正品,1358,1358,1箱558ea,1箱558ea,(Gift) MOEV Annurcatin™ Shampoo (8ml),,판매중,증정,,,,0
主仓库,EA,8809494587255,8809494587255,(赠品) MOEV Annurcatin™ 护发素 (8ml),(증정) 모에브 아누카틴 트리트먼트 (8ml),,8ml,美妆个护,8809494587255,ea,无,800/箱,无权限,0,MOEV,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-23-02,否,普通区,2028-04-28 00:00:00,666,0,,正品,260,260,260ea,260ea,(Gift) MOEV Annurcatin™ Treatment (8ml),,판매중,증정,,,,0
主仓库,EA,8809494587255,8809494587255,(赠品) MOEV Annurcatin™ 护发素 (8ml),(증정) 모에브 아누카틴 트리트먼트 (8ml),,8ml,美妆个护,8809494587255,ea,无,800/箱,无权限,0,MOEV,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-23-02,否,普通区,2028-08-06 00:00:00,766,0,,正品,1294,1294,1箱494ea,1箱494ea,(Gift) MOEV Annurcatin™ Treatment (8ml),,판매중,증정,,,,0
主仓库,EA,8809932660908,8809932660908,StayUth 脂质体抗老面霜 (50ml),스테이유스 리포좀비 리필어블 크림 (50ml),,50ml,美妆个护,8809932660908,ea,无,50/箱,无权限,0.28,StayUth,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-15-02,否,普通区,2028-01-19 00:00:00,566,0,,正品,28,28,28ea,28ea,StayUth Lipozombie Refillable Cream (50ml),,판매중,본품,,,,415
主仓库,EA,8809832360038,8809832360038,earfit 屏障修护洁面啫喱 (150g),얼핏 바이옴세라 배리어 클렌징 젤 (150g),,150g,美妆个护,8809832360038,ea,无,50/箱,无权限,0.189,earfit,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-14-01,否,普通区,2028-04-16 00:00:00,654,0,,正品,79,79,1箱29ea,1箱29ea,earfit Biomecera Barrier Cleansing Gel (150g),,판매중,본품,,,,536
主仓库,EA,8809642619111,8809642619111,JULYME 修复香氛护发素(#木质麝香) (500ml),줄라이미 데미지 케어 퍼퓸 트리트먼트(#우디앤머스크) (500ml),,500ml,美妆个护,8809642619111,ea,无,20/箱,无权限,0.621,JULYME,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-35-03,否,普通区,2028-07-21 00:00:00,750,0,,正品,31,31,1箱11ea,1箱11ea,JULYME Damage Care Perfume Treatment(#Woody & Musk) (500ml),,판매중,본품,,,,960
主仓库,EA,8809642619715,8809642619715,JULYME 修复香氛护发素(#繁花盛放) (500ml),줄라이미 데미지 케어 퍼퓸 트리트먼트(#풀블룸) (500ml),,500ml,美妆个护,8809642619715,ea,无,20/箱,无权限,0.621,JULYME,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-36-03,否,普通区,2028-07-23 00:00:00,752,0,,正品,16,16,16ea,16ea,JULYME Damage Care Perfume Treatment(#Full Bloom) (500ml),,판매중,본품,,,,960
主仓库,EA,8809990597550,8809990597550,I'm unau 巴库奇醇香草焕颜面膜 (27ml*5ea),아임우나우 바쿠치올 바닐라 리와인드 마스크 (27ml*5ea),,27ml*5ea,美妆个护,8809990597550,ea,无,20/箱,无权限,0.192,I'm unau,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-14-03,否,普通区,2027-06-25 00:00:00,358,0,,正品,99,99,4箱19ea,4箱19ea,I'm unau Bakuchiol Vanilla Rewind Mask (27ml*5ea),,판매중,본품,,,,251
主仓库,EA,8809569602838,8809569602838,LA MUSE 清爽温和女性护理液 (150ml) (#Ver.2),라뮤즈 라이트 앤 퓨어 인티메이트 워시 (150ml) (#Ver.2),,150ml,美妆个护,8809569602838,ea,无,40/箱,无权限,0.243,LA MUSE,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-17-03,否,普通区,2028-11-05 00:00:00,857,0,,正品,5,5,5ea,5ea,LA MUSE Light & Pure Intimate Wash (150ml) (#Ver.2),,판매중,본품,,,,435
主仓库,EA,8809879510236,8809879510236,Refilled 防脱生发头皮精华(带头皮检测镜头) (100ml),리필드 사이토카인 부스터 센서티브 케어 두피렌즈 기획세트 (100ml),,100ml,美妆个护,8809879510236,ea,无,40/箱,无权限,0.2,Refilled,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-06-01,否,普通区,2027-11-13 00:00:00,499,0,,正品,45,45,1箱5ea,1箱5ea,Refilled Cytokine Booster Sensitive Care Scalp Lens Set (100ml),,판매중,본품,,,,590
主仓库,EA,8809672284075,8809672284075,LEADERS 植萃紧致光彩面膜(#银耳) (21ml*10ea),리더스 네이처 이펙트 은이버섯 마스크팩 (21ml*10ea),,10ea,美妆个护,8809672284075,ea,无,45/箱,无权限,0.3,LEADERS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-04-01,否,普通区,2027-07-01 00:00:00,364,0,,正品,40,40,40ea,40ea,LEADERS Nature Effect Tremella Mushroom Mask (21ml*10ea),,,,,,,577
主仓库,EA,8809681243643,8809681243643,Pleuvoir 护手霜(#Floral Musk) (30ml),플르부아 핸드크림(#플로럴머스크) (30ml),,30ml,美妆个护,8809681243643,ea,无,100/箱,无权限,0.05,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-18-03,否,普通区,2028-10-13 00:00:00,834,0,,正品,22,22,22ea,22ea,Pleuvoir Hand Cream(#Floral Musk) (30ml),,,,,,,127
主仓库,EA,8809689630575,8809689630575,ViveLab 恢复疗法头发强化泡沫 (100ml),바이브랩 헤어 스칼프 인핸싱 폼 (100ml),,100ml,美妆个护,8809689630575,ea,无,50/箱,无权限,0.145,ViveLab,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-19-01,否,普通区,2028-01-10 00:00:00,557,0,,正品,2,2,2ea,2ea,ViveLab Hair Scalp Enhancing Foam (100ml),,,,,,,271
主仓库,EA,8809641470171,8809641470171,COSMIC MANSION 香包(#5 Full Moon),코스믹맨션 프래그런스 린넨 사쉐(#5 Full Moon),,1ea,无,8809641470171,ea,无,100/箱,无权限,0.063,COSMIC MANSION,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-26-01,否,普通区,2027-05-01 00:00:00,303,0,,正品,46,46,46ea,46ea,COSMIC MANSION Fragrance Linen Sachet(#5 Full Moon),,,,,,,460
主仓库,EA,8809672283603,8809672283603,LEADERS 至臻​AHA​面膜 (10ea),리더스 아임피토 AHA 마스크 (10ea),,10ea,美妆个护,8809672283603,ea,无,44/箱,无权限,0.361,LEADERS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-05-03,否,普通区,2027-10-31 00:00:00,486,0,,正品,126,126,2箱38ea,2箱38ea,LEADERS I'M Phyto Aha Mask (25ml*10ea),,,,,,,980
主仓库,EA,8809480659034,8809480659034,JAVIN DE SEOUL 粉扑 (8ea),자빈드서울 셀렉 포 마이 쿠션 퍼프 (8ea),,8ea,美妆个护,8809480659034,ea,无,140/箱,无权限,0.034,JAVIN DE SEOUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-34-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,244,244,1箱104ea,1箱104ea,JAVIN DE SEOUL Select For My Cushion Puff (8ea),,,,,,,457
主仓库,EA,8809298737467,8809298737467,JAVIN DE SEOUL 眨眼水光气垫(#20 Sheer Vanilla) (16g),자빈드서울 윙크 쿠션 글로우(#20 시어 바닐라) (16g),,16g,美妆个护,8809298737467,ea,无,100/箱,无权限,0.094,JAVIN DE SEOUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-28-03,否,普通区,2028-04-23 00:00:00,661,0,,正品,2,2,2ea,2ea,JAVIN DE SEOUL Wink Cushion Glow(#20 Sheer Vanilla) (16g),,판매중,본품,,,,179
主仓库,EA,8809298737474,8809298737474,JAVIN DE SEOUL 眨眼水光气垫(#21 Sheer Ivory) (16g),자빈드서울 윙크 쿠션 글로우(#21 시어 아이보리) (16g),,16g,美妆个护,8809298737474,ea,无,100/箱,无权限,0.094,JAVIN DE SEOUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-27-01,否,普通区,2028-03-04 00:00:00,611,0,,正品,61,61,61ea,61ea,JAVIN DE SEOUL Wink Cushion Glow(#21 Sheer Ivory) (16g),,판매중,본품,,,,179
主仓库,EA,8809672284457,8809672284457,LEADERS 淡斑美白棉片(#红色) (80ea),리더스 잡티 흔적 패드 (80ea),,120ml/80ea,美妆个护,8809672284457,ea,无,48/箱,无权限,0.242,LEADERS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-06-03,否,普通区,2027-08-06 00:00:00,400,0,,正品,15,15,15ea,15ea,LEADERS Vita Blemish Pad (80ea),,판매중,본품,,,,512
主仓库,EA,8809533813581,8809533813581,AIPPO 泥浆洁面 (130ml),아이뽀 머드 딥 클렌저 (130ml),,130ml,美妆个护,8809533813581,ea,无,40/箱,无权限,0.169,AIPPO,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-08-03,否,普通区,2027-10-24 00:00:00,479,0,,正品,11,11,11ea,11ea,AIPPO Mud Deep Cleanser (130ml),,판매중,본품,,,,412
主仓库,EA,8809672284532,8809672284532,LEADERS 焕彩提亮修护面膜 (25ml*10ea),리더스 멜라톡스 스킨클리닉 마스크 (25ml*10ea),,10ea,美妆个护,8809672284532,ea,无,50/箱,无权限,0.36,LEADERS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-02-02,否,普通区,2027-09-03 00:00:00,428,0,,正品,27,27,27ea,27ea,LEADERS Mela-Tox Skin Clinic Mask (25ml*10ea),,판매중,본품,,,,765
主仓库,EA,8809672284617,8809672284617,LEADERS 保湿提亮面膜 (25ml*10ea),리더스 비타토닝 스킨리뉴얼 마스크 (25ml*10ea),,10ea,美妆个护,8809672284617,ea,无,50/箱,无权限,0.36,LEADERS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-01-02,否,普通区,2028-04-28 00:00:00,666,0,,正品,41,41,41ea,41ea,LEADERS Vita Toning Skin Renewal Mask (25ml*10ea),,판매중,본품,,,,765
主仓库,EA,8809681245920,8809681245920,Pleuvoir 洗护旅行装(#Floral Musk & Rose Wood) (40ml*4ea),플르부아 트래블버디 플로럴 머스크 & 로즈 우드 (40ml*4ea),,40ml*4ea,美妆个护,8809681245920,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-35-02,否,普通区,2027-11-24 00:00:00,510,0,,正品,43,43,1箱13ea,1箱13ea,Pleuvoir Travel Buddies(#Floral Musk & Rose Wood) (40ml*4ea),,판매중,본품,,,,1057
主仓库,EA,8809681245951,8809681245951,Pleuvoir 洗护旅行装(#Rose Wood & Hinoki Leather) (40ml*4ea),플르부아 트래블버디 로즈 우드 & 히노끼 레더 (40ml*4ea),,40ml*4ea,美妆个护,8809681245951,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-36-01,否,普通区,2027-08-19 00:00:00,413,0,,正品,20,20,20ea,20ea,Pleuvoir Travel Buddies(#Rose Wood & Hinoki Leather) (40ml*4ea),,판매중,본품,,,,1057
主仓库,EA,8809681245951,8809681245951,Pleuvoir 洗护旅行装(#Rose Wood & Hinoki Leather) (40ml*4ea),플르부아 트래블버디 로즈 우드 & 히노끼 레더 (40ml*4ea),,40ml*4ea,美妆个护,8809681245951,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-36-01,否,普通区,2027-09-04 00:00:00,429,0,,正品,26,26,26ea,26ea,Pleuvoir Travel Buddies(#Rose Wood & Hinoki Leather) (40ml*4ea),,판매중,본품,,,,1057
主仓库,EA,8809681245937,8809681245937,Pleuvoir 洗护旅行装(#Morning Soil & Hinoki Leather) (40ml*4ea),플르부아 트래블버디 모닝 소일 & 히노끼 레더 (40ml*4ea),,40ml*4ea,美妆个护,8809681245937,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-35-01,否,普通区,2027-08-20 00:00:00,414,0,,正品,8,8,8ea,8ea,Pleuvoir Travel Buddies(#Morning Soil & Hinoki Leather) (40ml*4ea),,판매중,본품,,,,1057
主仓库,EA,8809681245944,8809681245944,Pleuvoir 洗护旅行装(#Floral Musk & Morning Soil) (40ml*4ea),플르부아 트래블버디 플로럴 머스크 & 모닝 소일 (40ml*4ea),,40ml*4ea,美妆个护,8809681245944,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-36-02,否,普通区,2027-08-20 00:00:00,414,0,,正品,14,14,14ea,14ea,Pleuvoir Travel Buddies(#Floral Musk & Morning Soil) (40ml*4ea),,판매중,본품,,,,1057
主仓库,EA,8809460999945,8809460999945,I'M O 安眠裤M (4ea),아임오 입는 오버나이트 중형 (4ea),,4ea,无,8809460999945,ea,无,24/箱,无权限,0.12,I'M O,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-30-01,否,普通区,2028-03-26 00:00:00,633,0,,正品,49,49,2箱1ea,2箱1ea,I'M O Organic Overnight Sanitary Pants Regular (4ea),,판매중,본품,,,,1674
